,index,HA,workplace_name,workplace_address,city,date_cluster_confirmed_public_health,date_cluster_no_longer_active,earliest_reported_cases,latest_reported_cases,workplace_classification,cases_when_cluster_confirmed,total_cases,workplace_status,closure_y_n,closed_by_order,voluntary_closure,closure_date,partially_closed,unknown_closure_type,open,days_since_last_case,active_clusters,cluster_confirmed_epidate,doc_page_number,cluster_closed_epidate,file,flag,consolidated_status
7004,50.0,FHA,,,Langley,2021-04-05,2021-04-20,,,Restaurant/Bar/Lounge,3.0,3.0,,No,,Unknown,,No,No,No,,No,14-2021,68,,F22-1445 Records_Part6.pdf,,
7005,51.0,FHA,,,Langley,2021-04-05,2021-04-19,,,Manufacturing/Industry,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,68,,F22-1445 Records_Part6.pdf,,
7006,52.0,FHA,,,Surrey,2021-04-05,2021-04-18,,,Office,6.0,6.0,,No,,Unknown,,No,No,No,,No,14-2021,68,,F22-1445 Records_Part6.pdf,,
7007,53.0,FHA,,,Surrey,2021-04-05,2021-04-15,,,Restaurant/Bar/Lounge,3.0,3.0,,No,,Unknown,,No,No,No,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,
7008,54.0,FHA,,,Surrey,2021-04-05,2021-04-13,,,Office,4.0,4.0,Closed,Yes,,Unknown,2021-04-06,No,No,Yes,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,Closed
7009,55.0,FHA,,,Surrey,2021-04-05,2021-04-12,,,Restaurant/Bar/Lounge,4.0,4.0,Closed,Yes,,Unknown,2021-04-05,No,No,Yes,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,Closed
7010,56.0,VCH,,,Vancouver,2021-04-05,,2021-04-05,2021-04-23,Other,,3.0,Not a worksite,No,,No,,No,No,Yes,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,Not a worksite
7011,57.0,VCH,,,North Vancouver,2021-04-05,,2021-04-05,2021-04-23,Gym/Fitness,,3.0,Managed without closure (not closed),No,,No,,No,No,Yes,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,Not closed
7012,58.0,VCH,,,Powell River,2021-04-05,,2021-04-05,2021-04-19,Other,,3.0,Not a worksite,No,,No,,No,No,Yes,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,Not a worksite
7013,59.0,NHA,,,Unknown,2021-04-05,2021-04-20,,,Shelter/SRO/Congregate Housing,,7.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,No,No,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,Not closed
7014,60.0,NHA,,,Unknown,2021-04-05,2021-04-13,,,Manufacturing/Industry,,3.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,No,No,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,Not closed
7015,61.0,FHA,,,Langley,2021-04-06,2021-04-30,,,Manufacturing/Industry,5.0,5.0,,No,,Unknown,,No,No,No,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,
7016,62.0,FHA,,,Burnaby,2021-04-06,2021-04-24,,,Retail,6.0,6.0,,No,,Unknown,,No,No,No,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,
7017,63.0,FHA,,,Delta,2021-04-06,2021-04-21,,,Retail,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,
7018,64.0,FHA,,,Burnaby,2021-04-06,2021-04-20,,,Maintenance/Trades/Construction,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,
7019,65.0,FHA,,,Surrey,2021-04-06,2021-04-20,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,No,No,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,
7020,66.0,FHA,,,Abbotsford,2021-04-06,2021-04-19,,,Restaurant/Bar/Lounge,5.0,5.0,Closed,Yes,,Unknown,2021-04-06,No,No,Yes,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,Closed
7021,67.0,FHA,,,Surrey,2021-04-06,2021-04-19,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-09,No,No,Yes,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,Closed
7022,68.0,FHA,,,Surrey,2021-04-06,2021-04-19,,,Office,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,
7023,69.0,FHA,,,Surrey,2021-04-06,2021-04-16,,,Retail,3.0,3.0,Closed,Yes,,Unknown,2021-04-07,No,No,Yes,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,Closed
7024,70.0,FHA,,,Surrey,2021-04-06,2021-04-16,,,Food Processing,5.0,5.0,,No,,Unknown,,No,No,No,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,
7025,71.0,FHA,,,Port Coquitlam,2021-04-06,2021-04-16,,,Transportation,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,69,,F22-1445 Records_Part6.pdf,,
7026,72.0,FHA,,,Port Moody,2021-04-06,2021-04-15,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-08,No,No,Yes,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,Closed
7027,73.0,FHA,,,Delta,2021-04-06,2021-04-14,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,
7028,74.0,FHA,,,New Westminster,2021-04-06,2021-04-14,,,Personal Care,4.0,4.0,Closed,Yes,,Unknown,2021-04-09,No,No,Yes,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,Closed
7029,75.0,FHA,,,Pitt Meadows,2021-04-06,2021-04-06,,,Office,5.0,5.0,,No,,Unknown,,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,
7030,76.0,VCH,,,Vancouver,2021-04-06,,2021-04-06,2021-04-27,Gym/Fitness,,3.0,Ordered closed by PH,Yes,,No,2021-04-16,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,Closed
7031,77.0,FHA,,,Abbotsford,2021-04-07,2021-05-14,,,Retail,14.0,14.0,,No,,Unknown,,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,
7032,78.0,FHA,,,Port Coquitlam,2021-04-07,2021-05-11,,,Office,5.0,5.0,Closed,Yes,,Unknown,2021-04-22,No,No,Yes,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,Closed
7033,79.0,FHA,,,Delta,2021-04-07,2021-05-01,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,
7034,80.0,FHA,,,Surrey,2021-04-07,2021-04-28,,,Food Processing,13.0,13.0,,No,,Unknown,,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,
7035,81.0,FHA,,,Burnaby,2021-04-07,2021-04-24,,,Maintenance/Trades/Construction,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,
7036,82.0,FHA,,,Burnaby,2021-04-07,2021-04-24,,,Maintenance/Trades/Construction,17.0,17.0,,No,,Unknown,,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,
7037,83.0,FHA,,,Maple Ridge,2021-04-07,2021-04-23,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-09,No,No,Yes,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,Closed
7038,84.0,FHA,,,Surrey,2021-04-07,2021-04-22,,,Restaurant/Bar/Lounge,4.0,4.0,Closed,Yes,,Unknown,2021-04-08,No,No,Yes,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,Closed
7039,85.0,FHA,,,Langley,2021-04-07,2021-04-20,,,Restaurant/Bar/Lounge,3.0,3.0,Closed,Yes,,Unknown,2021-04-09,No,No,Yes,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,Closed
7040,86.0,FHA,,,Delta,2021-04-07,2021-04-20,,,Maintenance/Trades/Construction,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,
7041,87.0,FHA,,,Port Coquitlam,2021-04-07,2021-04-19,,,Food Processing,5.0,5.0,,No,,Unknown,,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,
7042,88.0,FHA,,,Langley,2021-04-07,2021-04-18,,,Other,3.0,3.0,,No,,Unknown,,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,
7043,89.0,FHA,,,Burnaby,2021-04-07,2021-04-17,,,Retail,3.0,3.0,,No,,Unknown,,No,No,No,,No,14-2021,70,,F22-1445 Records_Part6.pdf,,
7044,90.0,VCH,,,West Vancouver,2021-04-07,,2021-04-07,2021-04-27,Hospitality/Services,,7.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,No,No,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Partially closed or widespread isolation by PH
7045,91.0,VCH,,,North Vancouver,2021-04-07,,2021-04-07,2021-04-26,Shelter/SRO/Congregate Housing,,3.0,Essential function (not closed),No,,No,,No,No,Yes,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Essential function (not closed)
7046,92.0,NHA,,,Unknown,2021-04-07,2021-06-09,,,Manufacturing/Industry,,18.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,No,No,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Not closed
7047,93.0,FHA,,,Port Moody,2021-04-08,2021-06-17,,,Gym/Fitness,29.0,29.0,Closed,Yes,,Unknown,2021-04-14,No,No,Yes,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Closed
7048,94.0,FHA,,,Surrey,2021-04-08,2021-05-15,,,Gym/Fitness,10.0,10.0,Closed,Yes,,Unknown,2021-04-12,No,No,Yes,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Closed
7049,95.0,FHA,,,Burnaby,2021-04-08,2021-05-11,,,Gym/Fitness,12.0,12.0,Closed,Yes,,Unknown,2021-05-02,No,No,Yes,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Closed
7050,96.0,FHA,,,Surrey,2021-04-08,2021-04-29,,,Office,12.0,12.0,Closed,Yes,,Unknown,2021-04-18,Yes,No,Yes,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Closed
7051,97.0,FHA,,,Langley,2021-04-08,2021-04-26,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-13,No,No,Yes,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Closed
7052,98.0,FHA,,,Surrey,2021-04-08,2021-04-22,,,Restaurant/Bar/Lounge,4.0,4.0,Closed,Yes,,Unknown,2021-04-09,No,No,Yes,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Closed
7053,99.0,VCH,,,Vancouver,2021-04-08,,2021-04-08,2021-04-30,Retail,,6.0,Voluntarily closed by operator,Yes,,Yes,,No,No,No,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Closed
7054,100.0,VCH,,,North Vancouver,2021-04-08,,2021-04-08,2021-04-25,Gym/Fitness,,8.0,Managed without closure (not closed),No,,No,,No,No,Yes,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Not closed
7055,101.0,VCH,,,Vancouver,2021-04-08,,2021-04-08,2021-04-25,Other,,3.0,Not a worksite,No,,No,,No,No,Yes,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Not a worksite
7056,102.0,VCH,,,Vancouver,2021-04-08,,2021-04-08,2021-04-23,Restaurant/Bar/Lounge,,4.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,No,No,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Partially closed or widespread isolation by PH
7057,103.0,FHA,,,Surrey,2021-04-09,2021-05-29,,,Food Processing,11.0,11.0,,No,,Unknown,,No,No,No,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,
7058,104.0,FHA,,,Abbotsford,2021-04-09,2021-05-17,,,Office,28.0,28.0,Closed,Yes,,Unknown,2021-04-10,No,No,Yes,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,Closed
7059,105.0,FHA,,,Coquitlam,2021-04-09,2021-05-02,,,Retail,5.0,5.0,,No,,Unknown,,No,No,No,,No,14-2021,71,,F22-1445 Records_Part6.pdf,,
7060,106.0,FHA,,,Abbotsford,2021-04-09,2021-04-30,,,Manufacturing/Industry,14.0,14.0,Closed,Yes,,Unknown,2021-04-10,No,No,Yes,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,Closed
7061,107.0,FHA,,,Burnaby,2021-04-09,2021-04-30,,,Gym/Fitness,12.0,12.0,Closed,Yes,,Unknown,2021-04-15,No,No,Yes,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,Closed
7062,108.0,FHA,,,Surrey,2021-04-09,2021-04-26,,,Retail,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,
7063,109.0,FHA,,,Surrey,2021-04-09,2021-04-23,,,Office,6.0,6.0,Closed,Yes,,Unknown,2021-04-12,No,No,Yes,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,Closed
7064,110.0,FHA,,,New Westminster,2021-04-09,2021-04-22,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-10,No,No,Yes,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,Closed
7065,111.0,FHA,,,Surrey,2021-04-09,2021-04-21,,,Office,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,
7066,112.0,FHA,,,Coquitlam,2021-04-09,2021-04-21,,,First Responder,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,
7067,113.0,FHA,,,Surrey,2021-04-09,2021-04-21,,,Warehouse,5.0,5.0,,No,,Unknown,,No,No,No,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,
7068,114.0,FHA,,,Coquitlam,2021-04-09,2021-04-19,,,Restaurant/Bar/Lounge,8.0,8.0,Closed,Yes,,Unknown,2021-04-12,No,No,Yes,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,Closed
7069,115.0,FHA,,,Surrey,2021-04-09,2021-04-19,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-12,No,No,Yes,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,Closed
7070,116.0,FHA,,,Port Coquitlam,2021-04-09,2021-04-11,,,Other,3.0,3.0,,No,,Unknown,,No,No,No,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,
7071,117.0,VCH,,,North Vancouver,2021-04-09,,2021-04-09,2021-05-07,School/Daycare,,19.0,Voluntarily closed by operator,Yes,,Yes,,No,No,No,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,Closed
7072,118.0,VCH,,,Vancouver,2021-04-09,,2021-04-09,2021-04-30,Other,,5.0,Not a worksite,No,,No,,No,No,Yes,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,Not a worksite
7073,119.0,FHA,,,Burnaby,2021-04-10,2021-04-28,,,Retail,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,
7074,120.0,FHA,,,Delta,2021-04-10,2021-04-19,,,Farm/Agriculture,4.0,4.0,,No,,Unknown,,No,No,No,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,
7075,121.0,VCH,,,West Vancouver,2021-04-10,,2021-04-10,2021-05-07,Retail,,3.0,Voluntarily closed by operator,Yes,,Yes,,No,No,No,,No,14-2021,72,,F22-1445 Records_Part6.pdf,,Closed
7076,122.0,VCH,,,Vancouver,2021-04-10,,2021-04-10,2021-05-05,School/Daycare,,9.0,Voluntarily closed by operator,Yes,,Yes,,No,No,No,,No,14-2021,73,,F22-1445 Records_Part6.pdf,,Closed
7077,123.0,VCH,,,North Vancouver,2021-04-10,,2021-04-10,2021-04-28,School/Daycare,,8.0,Voluntarily closed by operator,Yes,,Yes,,No,No,No,,No,14-2021,73,,F22-1445 Records_Part6.pdf,,Closed
7078,124.0,VCH,,,North Vancouver,2021-04-10,,2021-04-10,2021-04-25,School/Daycare,,3.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,No,No,,No,14-2021,73,,F22-1445 Records_Part6.pdf,,Partially closed or widespread isolation by PH
7079,125.0,NHA,,,Unknown,2021-04-10,2021-04-26,,,Shelter/SRO/Congregate Housing,2.0,5.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,No,No,,No,14-2021,73,,F22-1445 Records_Part6.pdf,,Not closed
7080,126.0,FHA,,,Langley,2021-04-11,2021-05-20,,,Manufacturing/Industry,11.0,11.0,,No,,Unknown,,No,No,No,,No,15-2021,73,,F22-1445 Records_Part6.pdf,,
7081,127.0,FHA,,,Port Coquitlam,2021-04-11,2021-04-28,,,Restaurant/Bar/Lounge,4.0,4.0,,No,,Unknown,,No,No,No,,No,15-2021,73,,F22-1445 Records_Part6.pdf,,
7082,128.0,FHA,,,Agassiz,2021-04-11,2021-04-27,,,Hospitality/Services,57.0,57.0,,No,,Unknown,,No,No,No,,No,15-2021,73,,F22-1445 Records_Part6.pdf,,
7083,129.0,FHA,,,Coquitlam,2021-04-11,2021-04-26,,,Restaurant/Bar/Lounge,6.0,6.0,Closed,Yes,,Unknown,2021-04-12,No,No,Yes,,No,15-2021,73,15-2021,F22-1445 Records_Part6.pdf,,Closed
7084,130.0,FHA,,,Surrey,2021-04-11,2021-04-23,,,Retail,6.0,6.0,Closed,Yes,,Unknown,2021-04-12,No,No,Yes,,No,15-2021,73,15-2021,F22-1445 Records_Part6.pdf,,Closed
7085,131.0,FHA,,,Langley,2021-04-11,2021-04-23,,,Restaurant/Bar/Lounge,7.0,7.0,,No,,Unknown,,No,No,No,,No,15-2021,73,,F22-1445 Records_Part6.pdf,,
7086,132.0,FHA,,,Coquitlam,2021-04-11,2021-04-22,,,Restaurant/Bar/Lounge,4.0,4.0,,No,,Unknown,,No,No,No,,No,15-2021,73,,F22-1445 Records_Part6.pdf,,
7087,133.0,FHA,,,Surrey,2021-04-11,2021-04-21,,,Personal Care,3.0,3.0,Closed,Yes,,Unknown,2021-04-12,No,No,Yes,,No,15-2021,73,15-2021,F22-1445 Records_Part6.pdf,,Closed
7088,134.0,FHA,,,Surrey,2021-04-11,2021-04-20,,,Restaurant/Bar/Lounge,4.0,4.0,,No,,Unknown,,No,No,No,,No,15-2021,73,,F22-1445 Records_Part6.pdf,,
7089,135.0,FHA,,,Langley,2021-04-11,2021-04-19,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-12,No,No,Yes,,No,15-2021,73,15-2021,F22-1445 Records_Part6.pdf,,Closed
7090,136.0,FHA,,,Delta,2021-04-11,2021-04-14,,,Farm/Agriculture,3.0,3.0,,No,,Unknown,,No,No,No,,No,15-2021,73,,F22-1445 Records_Part6.pdf,,
7091,137.0,FHA,,,Burnaby,2021-04-11,2021-04-11,,,Retail,3.0,3.0,,No,,Unknown,,No,No,No,,No,15-2021,73,,F22-1445 Records_Part6.pdf,,
7092,138.0,FHA,,,Langley,2021-04-11,2021-04-11,,,Restaurant/Bar/Lounge,3.0,3.0,,No,,Unknown,,No,No,No,,No,15-2021,73,,F22-1445 Records_Part6.pdf,,
7093,139.0,FHA,,,Langley,2021-04-11,2021-04-11,,,Restaurant/Bar/Lounge,3.0,3.0,,No,,Unknown,,No,No,No,,No,15-2021,73,,F22-1445 Records_Part6.pdf,,
7094,140.0,VCH,,,Vancouver,2021-04-11,,2021-04-11,2021-04-29,Maintenance/Trades/Construction,,3.0,Managed without closure (not closed),No,,No,,No,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Not closed
7095,141.0,NHA,,,Unknown,2021-04-11,2021-04-26,,,Shelter/SRO/Congregate Housing,3.0,3.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,No,No,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Not closed
7096,142.0,FHA,,,Langley,2021-04-12,2021-05-23,,,Manufacturing/Industry,10.0,10.0,Closed,Yes,,Unknown,2021-04-13,Yes,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Closed
7097,143.0,FHA,,,Port Coquitlam,2021-04-12,2021-05-14,,,Food Processing,6.0,6.0,,No,,Unknown,,No,No,No,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,
7098,144.0,FHA,,,Langley,2021-04-12,2021-05-07,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-16,No,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Closed
7099,145.0,FHA,,,Delta,2021-04-12,2021-05-02,,,Food Processing,14.0,14.0,Closed,Yes,,Unknown,2021-04-17,No,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Closed
7100,146.0,FHA,,,Port Coquitlam,2021-04-12,2021-04-25,,,Restaurant/Bar/Lounge,6.0,6.0,Closed,Yes,,Unknown,2021-04-14,No,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Closed
7101,147.0,FHA,,,Surrey,2021-04-12,2021-04-25,,,Transportation,4.0,4.0,Closed,Yes,,Unknown,2021-04-14,No,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Closed
7102,148.0,FHA,,,Surrey,2021-04-12,2021-04-24,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-15,No,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Closed
7103,149.0,FHA,,,Surrey,2021-04-12,2021-04-24,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-14,No,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Closed
7104,150.0,FHA,,,Chilliwack,2021-04-12,2021-04-23,,,Transportation,4.0,4.0,Closed,Yes,,Unknown,2021-04-13,No,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Closed
7105,151.0,FHA,,,Surrey,2021-04-12,2021-04-23,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-13,No,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Closed
7106,152.0,FHA,,,Burnaby,2021-04-12,2021-04-22,,,Office,9.0,9.0,Closed,Yes,,Unknown,2021-04-13,Yes,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Closed
7107,153.0,FHA,,,Burnaby,2021-04-12,2021-04-20,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-13,No,No,Yes,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,Closed
7108,154.0,FHA,,,Delta,2021-04-12,2021-04-19,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,No,No,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,
7109,155.0,FHA,,,Pitt Meadows,2021-04-12,2021-04-18,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,No,No,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,
7110,156.0,FHA,,,Port Coquitlam,2021-04-12,2021-04-16,,,Manufacturing/Industry,4.0,4.0,,No,,Unknown,,No,No,No,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,
7111,157.0,FHA,,,Burnaby,2021-04-12,2021-04-15,,,Other,9.0,9.0,,No,,Unknown,,No,No,No,,No,15-2021,74,,F22-1445 Records_Part6.pdf,,
7112,158.0,FHA,,,Surrey,2021-04-12,2021-04-14,,,Other,3.0,3.0,,No,,Unknown,,No,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,
7113,159.0,FHA,,,Mission,2021-04-12,2021-04-13,,,Farm/Agriculture,3.0,3.0,,No,,Unknown,,No,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,
7114,160.0,VCH,,,Vancouver,2021-04-12,,2021-04-12,2021-05-01,Office,,4.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,Partially closed or widespread isolation by PH
7115,161.0,NHA,,,Unknown,2021-04-12,2021-04-29,,,Manufacturing/Industry,6.0,6.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,Not closed
7116,162.0,FHA,,,Delta,2021-04-13,2021-05-21,,,Transportation,17.0,17.0,,No,,Unknown,,No,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,
7117,163.0,FHA,,,Burnaby,2021-04-13,2021-05-04,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-18,No,No,Yes,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,Closed
7118,164.0,FHA,,,Surrey,2021-04-13,2021-05-04,,,Transportation,3.0,3.0,,No,,Unknown,,No,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,
7119,165.0,FHA,,,Abbotsford,2021-04-13,2021-04-28,,,Gym/Fitness,15.0,15.0,Closed,Yes,,Unknown,2021-04-15,No,No,Yes,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,Closed
7120,166.0,FHA,,,Surrey,2021-04-13,2021-04-25,,,Maintenance/Trades/Construction,5.0,5.0,,No,,Unknown,,No,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,
7121,167.0,FHA,,,Surrey,2021-04-13,2021-04-21,,,Gym/Fitness,4.0,4.0,,No,,Unknown,,No,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,
7122,168.0,VIHA,,,Victoria,2021-04-13,,2021-04-02,2021-04-17,Gym/Fitness,0.0,6.0,Closed,Yes,,No,,Unknown,No,No,262.0,No,15-2021,75,,F22-1445 Records_Part6.pdf,,Closed
7123,169.0,VIHA,,,Victoria,2021-04-13,,2021-04-11,2021-04-23,Other,0.0,7.0,Closed,Yes,,Yes,,Unknown,No,No,256.0,No,15-2021,75,,F22-1445 Records_Part6.pdf,,Closed
7124,170.0,VCH,,,Vancouver,2021-04-13,,2021-04-13,2021-05-05,School/Daycare,,19.0,Partially closed or widespread isolation by PH,Yes,,No,2021-04-16,Yes,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,Partially closed or widespread isolation by PH
7125,171.0,NHA,,,Unknown,2021-04-13,2021-05-06,,,Manufacturing/Industry,5.0,7.0,Voluntary closure,Yes,,Yes,,Unknown,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,Closed
7126,172.0,FHA,,,Delta,2021-04-14,2021-05-19,,,Warehouse,6.0,6.0,,No,,Unknown,,No,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,
7127,173.0,FHA,,,Delta,2021-04-14,2021-05-09,,,Retail,11.0,11.0,,No,,Unknown,,No,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,
7128,174.0,FHA,,,Port Coquitlam,2021-04-14,2021-05-06,,,Maintenance/Trades/Construction,5.0,5.0,Closed,Yes,,Unknown,2021-04-14,No,No,Yes,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,Closed
7129,175.0,FHA,,,Surrey,2021-04-14,2021-05-06,,,Restaurant/Bar/Lounge,4.0,4.0,,No,,Unknown,,No,No,No,,No,15-2021,75,,F22-1445 Records_Part6.pdf,,
7130,176.0,FHA,,,Abbotsford,2021-04-14,2021-05-03,,,Farm/Agriculture,3.0,3.0,Closed,Yes,,Unknown,2021-04-15,No,No,Yes,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
7131,177.0,FHA,,,Port Coquitlam,2021-04-14,2021-04-27,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-18,No,No,Yes,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
